sample_id,alpha,lambda,pair_label,label,cascade_size
0,control,control,control,true,50
0,control,control,control,false,45
0,1.5,1.0,"α=1.5,λ=1.0",true,47
0,1.5,1.0,"α=1.5,λ=1.0",false,31
0,2.0,1.5,"α=2.0,λ=1.5",true,48
0,2.0,1.5,"α=2.0,λ=1.5",false,31
0,3.0,2.0,"α=3.0,λ=2.0",true,48
0,3.0,2.0,"α=3.0,λ=2.0",false,35
1,control,control,control,true,43
1,control,control,control,false,62
1,1.5,1.0,"α=1.5,λ=1.0",true,39
1,1.5,1.0,"α=1.5,λ=1.0",false,58
1,2.0,1.5,"α=2.0,λ=1.5",true,39
1,2.0,1.5,"α=2.0,λ=1.5",false,58
1,3.0,2.0,"α=3.0,λ=2.0",true,42
1,3.0,2.0,"α=3.0,λ=2.0",false,61
2,control,control,control,true,22
2,control,control,control,false,83
2,1.5,1.0,"α=1.5,λ=1.0",true,19
2,1.5,1.0,"α=1.5,λ=1.0",false,27
2,2.0,1.5,"α=2.0,λ=1.5",true,19
2,2.0,1.5,"α=2.0,λ=1.5",false,50
2,3.0,2.0,"α=3.0,λ=2.0",true,20
2,3.0,2.0,"α=3.0,λ=2.0",false,48
3,control,control,control,true,87
3,control,control,control,false,25
3,1.5,1.0,"α=1.5,λ=1.0",true,76
3,1.5,1.0,"α=1.5,λ=1.0",false,22
3,2.0,1.5,"α=2.0,λ=1.5",true,77
3,2.0,1.5,"α=2.0,λ=1.5",false,23
3,3.0,2.0,"α=3.0,λ=2.0",true,80
3,3.0,2.0,"α=3.0,λ=2.0",false,25
4,control,control,control,true,25
4,control,control,control,false,61
4,1.5,1.0,"α=1.5,λ=1.0",true,25
4,1.5,1.0,"α=1.5,λ=1.0",false,38
4,2.0,1.5,"α=2.0,λ=1.5",true,25
4,2.0,1.5,"α=2.0,λ=1.5",false,44
4,3.0,2.0,"α=3.0,λ=2.0",true,25
4,3.0,2.0,"α=3.0,λ=2.0",false,47
5,control,control,control,true,25
5,control,control,control,false,42
5,1.5,1.0,"α=1.5,λ=1.0",true,17
5,1.5,1.0,"α=1.5,λ=1.0",false,36
5,2.0,1.5,"α=2.0,λ=1.5",true,17
5,2.0,1.5,"α=2.0,λ=1.5",false,38
5,3.0,2.0,"α=3.0,λ=2.0",true,19
5,3.0,2.0,"α=3.0,λ=2.0",false,37
6,control,control,control,true,52
6,control,control,control,false,56
6,1.5,1.0,"α=1.5,λ=1.0",true,23
6,1.5,1.0,"α=1.5,λ=1.0",false,31
6,2.0,1.5,"α=2.0,λ=1.5",true,27
6,2.0,1.5,"α=2.0,λ=1.5",false,35
6,3.0,2.0,"α=3.0,λ=2.0",true,39
6,3.0,2.0,"α=3.0,λ=2.0",false,43
7,control,control,control,true,24
7,control,control,control,false,34
7,1.5,1.0,"α=1.5,λ=1.0",true,9
7,1.5,1.0,"α=1.5,λ=1.0",false,29
7,2.0,1.5,"α=2.0,λ=1.5",true,12
7,2.0,1.5,"α=2.0,λ=1.5",false,30
7,3.0,2.0,"α=3.0,λ=2.0",true,14
7,3.0,2.0,"α=3.0,λ=2.0",false,31
8,control,control,control,true,90
8,control,control,control,false,81
8,1.5,1.0,"α=1.5,λ=1.0",true,86
8,1.5,1.0,"α=1.5,λ=1.0",false,51
8,2.0,1.5,"α=2.0,λ=1.5",true,86
8,2.0,1.5,"α=2.0,λ=1.5",false,61
8,3.0,2.0,"α=3.0,λ=2.0",true,86
8,3.0,2.0,"α=3.0,λ=2.0",false,67
9,control,control,control,true,31
9,control,control,control,false,52
9,1.5,1.0,"α=1.5,λ=1.0",true,31
9,1.5,1.0,"α=1.5,λ=1.0",false,27
9,2.0,1.5,"α=2.0,λ=1.5",true,31
9,2.0,1.5,"α=2.0,λ=1.5",false,36
9,3.0,2.0,"α=3.0,λ=2.0",true,31
9,3.0,2.0,"α=3.0,λ=2.0",false,39
10,control,control,control,true,59
10,control,control,control,false,25
10,1.5,1.0,"α=1.5,λ=1.0",true,50
10,1.5,1.0,"α=1.5,λ=1.0",false,19
10,2.0,1.5,"α=2.0,λ=1.5",true,52
10,2.0,1.5,"α=2.0,λ=1.5",false,20
10,3.0,2.0,"α=3.0,λ=2.0",true,53
10,3.0,2.0,"α=3.0,λ=2.0",false,23
11,control,control,control,true,37
11,control,control,control,false,43
11,1.5,1.0,"α=1.5,λ=1.0",true,34
11,1.5,1.0,"α=1.5,λ=1.0",false,13
11,2.0,1.5,"α=2.0,λ=1.5",true,34
11,2.0,1.5,"α=2.0,λ=1.5",false,16
11,3.0,2.0,"α=3.0,λ=2.0",true,36
11,3.0,2.0,"α=3.0,λ=2.0",false,22
12,control,control,control,true,73
12,control,control,control,false,39
12,1.5,1.0,"α=1.5,λ=1.0",true,52
12,1.5,1.0,"α=1.5,λ=1.0",false,31
12,2.0,1.5,"α=2.0,λ=1.5",true,55
12,2.0,1.5,"α=2.0,λ=1.5",false,31
12,3.0,2.0,"α=3.0,λ=2.0",true,60
12,3.0,2.0,"α=3.0,λ=2.0",false,36
13,control,control,control,true,91
13,control,control,control,false,76
13,1.5,1.0,"α=1.5,λ=1.0",true,7
13,1.5,1.0,"α=1.5,λ=1.0",false,76
13,2.0,1.5,"α=2.0,λ=1.5",true,51
13,2.0,1.5,"α=2.0,λ=1.5",false,76
13,3.0,2.0,"α=3.0,λ=2.0",true,62
13,3.0,2.0,"α=3.0,λ=2.0",false,76
14,control,control,control,true,70
14,control,control,control,false,58
14,1.5,1.0,"α=1.5,λ=1.0",true,67
14,1.5,1.0,"α=1.5,λ=1.0",false,31
14,2.0,1.5,"α=2.0,λ=1.5",true,67
14,2.0,1.5,"α=2.0,λ=1.5",false,37
14,3.0,2.0,"α=3.0,λ=2.0",true,67
14,3.0,2.0,"α=3.0,λ=2.0",false,47
15,control,control,control,true,57
15,control,control,control,false,76
15,1.5,1.0,"α=1.5,λ=1.0",true,55
15,1.5,1.0,"α=1.5,λ=1.0",false,53
15,2.0,1.5,"α=2.0,λ=1.5",true,57
15,2.0,1.5,"α=2.0,λ=1.5",false,55
15,3.0,2.0,"α=3.0,λ=2.0",true,57
15,3.0,2.0,"α=3.0,λ=2.0",false,61
16,control,control,control,true,80
16,control,control,control,false,75
16,1.5,1.0,"α=1.5,λ=1.0",true,76
16,1.5,1.0,"α=1.5,λ=1.0",false,2
16,2.0,1.5,"α=2.0,λ=1.5",true,78
16,2.0,1.5,"α=2.0,λ=1.5",false,6
16,3.0,2.0,"α=3.0,λ=2.0",true,78
16,3.0,2.0,"α=3.0,λ=2.0",false,7
17,control,control,control,true,64
17,control,control,control,false,84
17,1.5,1.0,"α=1.5,λ=1.0",true,57
17,1.5,1.0,"α=1.5,λ=1.0",false,25
17,2.0,1.5,"α=2.0,λ=1.5",true,57
17,2.0,1.5,"α=2.0,λ=1.5",false,32
17,3.0,2.0,"α=3.0,λ=2.0",true,58
17,3.0,2.0,"α=3.0,λ=2.0",false,49
18,control,control,control,true,46
18,control,control,control,false,87
18,1.5,1.0,"α=1.5,λ=1.0",true,36
18,1.5,1.0,"α=1.5,λ=1.0",false,87
18,2.0,1.5,"α=2.0,λ=1.5",true,37
18,2.0,1.5,"α=2.0,λ=1.5",false,87
18,3.0,2.0,"α=3.0,λ=2.0",true,38
18,3.0,2.0,"α=3.0,λ=2.0",false,87
19,control,control,control,true,67
19,control,control,control,false,89
19,1.5,1.0,"α=1.5,λ=1.0",true,66
19,1.5,1.0,"α=1.5,λ=1.0",false,2
19,2.0,1.5,"α=2.0,λ=1.5",true,66
19,2.0,1.5,"α=2.0,λ=1.5",false,2
19,3.0,2.0,"α=3.0,λ=2.0",true,66
19,3.0,2.0,"α=3.0,λ=2.0",false,2
20,control,control,control,true,68
20,control,control,control,false,87
20,1.5,1.0,"α=1.5,λ=1.0",true,66
20,1.5,1.0,"α=1.5,λ=1.0",false,87
20,2.0,1.5,"α=2.0,λ=1.5",true,66
20,2.0,1.5,"α=2.0,λ=1.5",false,87
20,3.0,2.0,"α=3.0,λ=2.0",true,67
20,3.0,2.0,"α=3.0,λ=2.0",false,87
21,control,control,control,true,38
21,control,control,control,false,22
21,1.5,1.0,"α=1.5,λ=1.0",true,38
21,1.5,1.0,"α=1.5,λ=1.0",false,2
21,2.0,1.5,"α=2.0,λ=1.5",true,38
21,2.0,1.5,"α=2.0,λ=1.5",false,2
21,3.0,2.0,"α=3.0,λ=2.0",true,38
21,3.0,2.0,"α=3.0,λ=2.0",false,2
22,control,control,control,true,96
22,control,control,control,false,30
22,1.5,1.0,"α=1.5,λ=1.0",true,92
22,1.5,1.0,"α=1.5,λ=1.0",false,28
22,2.0,1.5,"α=2.0,λ=1.5",true,93
22,2.0,1.5,"α=2.0,λ=1.5",false,28
22,3.0,2.0,"α=3.0,λ=2.0",true,93
22,3.0,2.0,"α=3.0,λ=2.0",false,30
23,control,control,control,true,86
23,control,control,control,false,59
23,1.5,1.0,"α=1.5,λ=1.0",true,79
23,1.5,1.0,"α=1.5,λ=1.0",false,25
23,2.0,1.5,"α=2.0,λ=1.5",true,80
23,2.0,1.5,"α=2.0,λ=1.5",false,32
23,3.0,2.0,"α=3.0,λ=2.0",true,83
23,3.0,2.0,"α=3.0,λ=2.0",false,50
24,control,control,control,true,20
24,control,control,control,false,92
24,1.5,1.0,"α=1.5,λ=1.0",true,10
24,1.5,1.0,"α=1.5,λ=1.0",false,69
24,2.0,1.5,"α=2.0,λ=1.5",true,10
24,2.0,1.5,"α=2.0,λ=1.5",false,72
24,3.0,2.0,"α=3.0,λ=2.0",true,11
24,3.0,2.0,"α=3.0,λ=2.0",false,82
25,control,control,control,true,59
25,control,control,control,false,89
25,1.5,1.0,"α=1.5,λ=1.0",true,9
25,1.5,1.0,"α=1.5,λ=1.0",false,21
25,2.0,1.5,"α=2.0,λ=1.5",true,31
25,2.0,1.5,"α=2.0,λ=1.5",false,28
25,3.0,2.0,"α=3.0,λ=2.0",true,43
25,3.0,2.0,"α=3.0,λ=2.0",false,39
26,control,control,control,true,72
26,control,control,control,false,73
26,1.5,1.0,"α=1.5,λ=1.0",true,56
26,1.5,1.0,"α=1.5,λ=1.0",false,63
26,2.0,1.5,"α=2.0,λ=1.5",true,57
26,2.0,1.5,"α=2.0,λ=1.5",false,66
26,3.0,2.0,"α=3.0,λ=2.0",true,62
26,3.0,2.0,"α=3.0,λ=2.0",false,68
27,control,control,control,true,84
27,control,control,control,false,96
27,1.5,1.0,"α=1.5,λ=1.0",true,84
27,1.5,1.0,"α=1.5,λ=1.0",false,88
27,2.0,1.5,"α=2.0,λ=1.5",true,84
27,2.0,1.5,"α=2.0,λ=1.5",false,91
27,3.0,2.0,"α=3.0,λ=2.0",true,84
27,3.0,2.0,"α=3.0,λ=2.0",false,93
28,control,control,control,true,42
28,control,control,control,false,22
28,1.5,1.0,"α=1.5,λ=1.0",true,29
28,1.5,1.0,"α=1.5,λ=1.0",false,20
28,2.0,1.5,"α=2.0,λ=1.5",true,32
28,2.0,1.5,"α=2.0,λ=1.5",false,20
28,3.0,2.0,"α=3.0,λ=2.0",true,35
28,3.0,2.0,"α=3.0,λ=2.0",false,21
29,control,control,control,true,30
29,control,control,control,false,96
29,1.5,1.0,"α=1.5,λ=1.0",true,30
29,1.5,1.0,"α=1.5,λ=1.0",false,90
29,2.0,1.5,"α=2.0,λ=1.5",true,30
29,2.0,1.5,"α=2.0,λ=1.5",false,91
29,3.0,2.0,"α=3.0,λ=2.0",true,30
29,3.0,2.0,"α=3.0,λ=2.0",false,92
30,control,control,control,true,51
30,control,control,control,false,51
30,1.5,1.0,"α=1.5,λ=1.0",true,51
30,1.5,1.0,"α=1.5,λ=1.0",false,3
30,2.0,1.5,"α=2.0,λ=1.5",true,51
30,2.0,1.5,"α=2.0,λ=1.5",false,28
30,3.0,2.0,"α=3.0,λ=2.0",true,51
30,3.0,2.0,"α=3.0,λ=2.0",false,37
31,control,control,control,true,38
31,control,control,control,false,88
31,1.5,1.0,"α=1.5,λ=1.0",true,16
31,1.5,1.0,"α=1.5,λ=1.0",false,72
31,2.0,1.5,"α=2.0,λ=1.5",true,19
31,2.0,1.5,"α=2.0,λ=1.5",false,74
31,3.0,2.0,"α=3.0,λ=2.0",true,24
31,3.0,2.0,"α=3.0,λ=2.0",false,81
32,control,control,control,true,60
32,control,control,control,false,74
32,1.5,1.0,"α=1.5,λ=1.0",true,25
32,1.5,1.0,"α=1.5,λ=1.0",false,69
32,2.0,1.5,"α=2.0,λ=1.5",true,39
32,2.0,1.5,"α=2.0,λ=1.5",false,69
32,3.0,2.0,"α=3.0,λ=2.0",true,44
32,3.0,2.0,"α=3.0,λ=2.0",false,70
33,control,control,control,true,53
33,control,control,control,false,54
33,1.5,1.0,"α=1.5,λ=1.0",true,52
33,1.5,1.0,"α=1.5,λ=1.0",false,52
33,2.0,1.5,"α=2.0,λ=1.5",true,52
33,2.0,1.5,"α=2.0,λ=1.5",false,52
33,3.0,2.0,"α=3.0,λ=2.0",true,52
33,3.0,2.0,"α=3.0,λ=2.0",false,52
34,control,control,control,true,21
34,control,control,control,false,66
34,1.5,1.0,"α=1.5,λ=1.0",true,20
34,1.5,1.0,"α=1.5,λ=1.0",false,7
34,2.0,1.5,"α=2.0,λ=1.5",true,20
34,2.0,1.5,"α=2.0,λ=1.5",false,7
34,3.0,2.0,"α=3.0,λ=2.0",true,20
34,3.0,2.0,"α=3.0,λ=2.0",false,7
35,control,control,control,true,20
35,control,control,control,false,90
35,1.5,1.0,"α=1.5,λ=1.0",true,16
35,1.5,1.0,"α=1.5,λ=1.0",false,79
35,2.0,1.5,"α=2.0,λ=1.5",true,16
35,2.0,1.5,"α=2.0,λ=1.5",false,81
35,3.0,2.0,"α=3.0,λ=2.0",true,18
35,3.0,2.0,"α=3.0,λ=2.0",false,82
36,control,control,control,true,58
36,control,control,control,false,39
36,1.5,1.0,"α=1.5,λ=1.0",true,30
36,1.5,1.0,"α=1.5,λ=1.0",false,32
36,2.0,1.5,"α=2.0,λ=1.5",true,35
36,2.0,1.5,"α=2.0,λ=1.5",false,34
36,3.0,2.0,"α=3.0,λ=2.0",true,48
36,3.0,2.0,"α=3.0,λ=2.0",false,38
37,control,control,control,true,24
37,control,control,control,false,77
37,1.5,1.0,"α=1.5,λ=1.0",true,24
37,1.5,1.0,"α=1.5,λ=1.0",false,71
37,2.0,1.5,"α=2.0,λ=1.5",true,24
37,2.0,1.5,"α=2.0,λ=1.5",false,72
37,3.0,2.0,"α=3.0,λ=2.0",true,24
37,3.0,2.0,"α=3.0,λ=2.0",false,73
38,control,control,control,true,82
38,control,control,control,false,76
38,1.5,1.0,"α=1.5,λ=1.0",true,75
38,1.5,1.0,"α=1.5,λ=1.0",false,75
38,2.0,1.5,"α=2.0,λ=1.5",true,78
38,2.0,1.5,"α=2.0,λ=1.5",false,75
38,3.0,2.0,"α=3.0,λ=2.0",true,80
38,3.0,2.0,"α=3.0,λ=2.0",false,75
39,control,control,control,true,26
39,control,control,control,false,96
39,1.5,1.0,"α=1.5,λ=1.0",true,7
39,1.5,1.0,"α=1.5,λ=1.0",false,91
39,2.0,1.5,"α=2.0,λ=1.5",true,18
39,2.0,1.5,"α=2.0,λ=1.5",false,95
39,3.0,2.0,"α=3.0,λ=2.0",true,23
39,3.0,2.0,"α=3.0,λ=2.0",false,93
40,control,control,control,true,43
40,control,control,control,false,45
40,1.5,1.0,"α=1.5,λ=1.0",true,40
40,1.5,1.0,"α=1.5,λ=1.0",false,31
40,2.0,1.5,"α=2.0,λ=1.5",true,40
40,2.0,1.5,"α=2.0,λ=1.5",false,31
40,3.0,2.0,"α=3.0,λ=2.0",true,40
40,3.0,2.0,"α=3.0,λ=2.0",false,36
41,control,control,control,true,84
41,control,control,control,false,93
41,1.5,1.0,"α=1.5,λ=1.0",true,80
41,1.5,1.0,"α=1.5,λ=1.0",false,75
41,2.0,1.5,"α=2.0,λ=1.5",true,80
41,2.0,1.5,"α=2.0,λ=1.5",false,80
41,3.0,2.0,"α=3.0,λ=2.0",true,80
41,3.0,2.0,"α=3.0,λ=2.0",false,84
42,control,control,control,true,73
42,control,control,control,false,31
42,1.5,1.0,"α=1.5,λ=1.0",true,73
42,1.5,1.0,"α=1.5,λ=1.0",false,18
42,2.0,1.5,"α=2.0,λ=1.5",true,73
42,2.0,1.5,"α=2.0,λ=1.5",false,19
42,3.0,2.0,"α=3.0,λ=2.0",true,73
42,3.0,2.0,"α=3.0,λ=2.0",false,25
43,control,control,control,true,85
43,control,control,control,false,76
43,1.5,1.0,"α=1.5,λ=1.0",true,36
43,1.5,1.0,"α=1.5,λ=1.0",false,68
43,2.0,1.5,"α=2.0,λ=1.5",true,49
43,2.0,1.5,"α=2.0,λ=1.5",false,70
43,3.0,2.0,"α=3.0,λ=2.0",true,64
43,3.0,2.0,"α=3.0,λ=2.0",false,72
44,control,control,control,true,78
44,control,control,control,false,51
44,1.5,1.0,"α=1.5,λ=1.0",true,74
44,1.5,1.0,"α=1.5,λ=1.0",false,41
44,2.0,1.5,"α=2.0,λ=1.5",true,75
44,2.0,1.5,"α=2.0,λ=1.5",false,42
44,3.0,2.0,"α=3.0,λ=2.0",true,76
44,3.0,2.0,"α=3.0,λ=2.0",false,45
45,control,control,control,true,82
45,control,control,control,false,42
45,1.5,1.0,"α=1.5,λ=1.0",true,38
45,1.5,1.0,"α=1.5,λ=1.0",false,26
45,2.0,1.5,"α=2.0,λ=1.5",true,46
45,2.0,1.5,"α=2.0,λ=1.5",false,28
45,3.0,2.0,"α=3.0,λ=2.0",true,56
45,3.0,2.0,"α=3.0,λ=2.0",false,34
46,control,control,control,true,49
46,control,control,control,false,89
46,1.5,1.0,"α=1.5,λ=1.0",true,46
46,1.5,1.0,"α=1.5,λ=1.0",false,2
46,2.0,1.5,"α=2.0,λ=1.5",true,47
46,2.0,1.5,"α=2.0,λ=1.5",false,2
46,3.0,2.0,"α=3.0,λ=2.0",true,49
46,3.0,2.0,"α=3.0,λ=2.0",false,2
47,control,control,control,true,60
47,control,control,control,false,65
47,1.5,1.0,"α=1.5,λ=1.0",true,3
47,1.5,1.0,"α=1.5,λ=1.0",false,28
47,2.0,1.5,"α=2.0,λ=1.5",true,6
47,2.0,1.5,"α=2.0,λ=1.5",false,36
47,3.0,2.0,"α=3.0,λ=2.0",true,6
47,3.0,2.0,"α=3.0,λ=2.0",false,48
48,control,control,control,true,74
48,control,control,control,false,51
48,1.5,1.0,"α=1.5,λ=1.0",true,72
48,1.5,1.0,"α=1.5,λ=1.0",false,2
48,2.0,1.5,"α=2.0,λ=1.5",true,72
48,2.0,1.5,"α=2.0,λ=1.5",false,2
48,3.0,2.0,"α=3.0,λ=2.0",true,72
48,3.0,2.0,"α=3.0,λ=2.0",false,2
49,control,control,control,true,30
49,control,control,control,false,62
49,1.5,1.0,"α=1.5,λ=1.0",true,27
49,1.5,1.0,"α=1.5,λ=1.0",false,11
49,2.0,1.5,"α=2.0,λ=1.5",true,27
49,2.0,1.5,"α=2.0,λ=1.5",false,13
49,3.0,2.0,"α=3.0,λ=2.0",true,27
49,3.0,2.0,"α=3.0,λ=2.0",false,51
50,control,control,control,true,36
50,control,control,control,false,87
50,1.5,1.0,"α=1.5,λ=1.0",true,35
50,1.5,1.0,"α=1.5,λ=1.0",false,74
50,2.0,1.5,"α=2.0,λ=1.5",true,35
50,2.0,1.5,"α=2.0,λ=1.5",false,78
50,3.0,2.0,"α=3.0,λ=2.0",true,36
50,3.0,2.0,"α=3.0,λ=2.0",false,81
51,control,control,control,true,85
51,control,control,control,false,92
51,1.5,1.0,"α=1.5,λ=1.0",true,49
51,1.5,1.0,"α=1.5,λ=1.0",false,84
51,2.0,1.5,"α=2.0,λ=1.5",true,60
51,2.0,1.5,"α=2.0,λ=1.5",false,86
51,3.0,2.0,"α=3.0,λ=2.0",true,72
51,3.0,2.0,"α=3.0,λ=2.0",false,87
52,control,control,control,true,77
52,control,control,control,false,88
52,1.5,1.0,"α=1.5,λ=1.0",true,46
52,1.5,1.0,"α=1.5,λ=1.0",false,83
52,2.0,1.5,"α=2.0,λ=1.5",true,53
52,2.0,1.5,"α=2.0,λ=1.5",false,83
52,3.0,2.0,"α=3.0,λ=2.0",true,63
52,3.0,2.0,"α=3.0,λ=2.0",false,85
53,control,control,control,true,44
53,control,control,control,false,90
53,1.5,1.0,"α=1.5,λ=1.0",true,20
53,1.5,1.0,"α=1.5,λ=1.0",false,84
53,2.0,1.5,"α=2.0,λ=1.5",true,24
53,2.0,1.5,"α=2.0,λ=1.5",false,86
53,3.0,2.0,"α=3.0,λ=2.0",true,33
53,3.0,2.0,"α=3.0,λ=2.0",false,85
54,control,control,control,true,26
54,control,control,control,false,88
54,1.5,1.0,"α=1.5,λ=1.0",true,26
54,1.5,1.0,"α=1.5,λ=1.0",false,58
54,2.0,1.5,"α=2.0,λ=1.5",true,26
54,2.0,1.5,"α=2.0,λ=1.5",false,66
54,3.0,2.0,"α=3.0,λ=2.0",true,26
54,3.0,2.0,"α=3.0,λ=2.0",false,76
55,control,control,control,true,86
55,control,control,control,false,22
55,1.5,1.0,"α=1.5,λ=1.0",true,84
55,1.5,1.0,"α=1.5,λ=1.0",false,2
55,2.0,1.5,"α=2.0,λ=1.5",true,84
55,2.0,1.5,"α=2.0,λ=1.5",false,2
55,3.0,2.0,"α=3.0,λ=2.0",true,85
55,3.0,2.0,"α=3.0,λ=2.0",false,2
56,control,control,control,true,38
56,control,control,control,false,79
56,1.5,1.0,"α=1.5,λ=1.0",true,35
56,1.5,1.0,"α=1.5,λ=1.0",false,78
56,2.0,1.5,"α=2.0,λ=1.5",true,36
56,2.0,1.5,"α=2.0,λ=1.5",false,78
56,3.0,2.0,"α=3.0,λ=2.0",true,36
56,3.0,2.0,"α=3.0,λ=2.0",false,78
57,control,control,control,true,84
57,control,control,control,false,86
57,1.5,1.0,"α=1.5,λ=1.0",true,81
57,1.5,1.0,"α=1.5,λ=1.0",false,85
57,2.0,1.5,"α=2.0,λ=1.5",true,82
57,2.0,1.5,"α=2.0,λ=1.5",false,85
57,3.0,2.0,"α=3.0,λ=2.0",true,82
57,3.0,2.0,"α=3.0,λ=2.0",false,86
58,control,control,control,true,52
58,control,control,control,false,61
58,1.5,1.0,"α=1.5,λ=1.0",true,45
58,1.5,1.0,"α=1.5,λ=1.0",false,37
58,2.0,1.5,"α=2.0,λ=1.5",true,45
58,2.0,1.5,"α=2.0,λ=1.5",false,40
58,3.0,2.0,"α=3.0,λ=2.0",true,46
58,3.0,2.0,"α=3.0,λ=2.0",false,48
59,control,control,control,true,34
59,control,control,control,false,81
59,1.5,1.0,"α=1.5,λ=1.0",true,29
59,1.5,1.0,"α=1.5,λ=1.0",false,72
59,2.0,1.5,"α=2.0,λ=1.5",true,29
59,2.0,1.5,"α=2.0,λ=1.5",false,72
59,3.0,2.0,"α=3.0,λ=2.0",true,32
59,3.0,2.0,"α=3.0,λ=2.0",false,76
60,control,control,control,true,31
60,control,control,control,false,76
60,1.5,1.0,"α=1.5,λ=1.0",true,31
60,1.5,1.0,"α=1.5,λ=1.0",false,75
60,2.0,1.5,"α=2.0,λ=1.5",true,31
60,2.0,1.5,"α=2.0,λ=1.5",false,76
60,3.0,2.0,"α=3.0,λ=2.0",true,31
60,3.0,2.0,"α=3.0,λ=2.0",false,76
61,control,control,control,true,77
61,control,control,control,false,25
61,1.5,1.0,"α=1.5,λ=1.0",true,75
61,1.5,1.0,"α=1.5,λ=1.0",false,25
61,2.0,1.5,"α=2.0,λ=1.5",true,75
61,2.0,1.5,"α=2.0,λ=1.5",false,25
61,3.0,2.0,"α=3.0,λ=2.0",true,75
61,3.0,2.0,"α=3.0,λ=2.0",false,25
62,control,control,control,true,55
62,control,control,control,false,62
62,1.5,1.0,"α=1.5,λ=1.0",true,53
62,1.5,1.0,"α=1.5,λ=1.0",false,38
62,2.0,1.5,"α=2.0,λ=1.5",true,54
62,2.0,1.5,"α=2.0,λ=1.5",false,41
62,3.0,2.0,"α=3.0,λ=2.0",true,54
62,3.0,2.0,"α=3.0,λ=2.0",false,52
63,control,control,control,true,72
63,control,control,control,false,87
63,1.5,1.0,"α=1.5,λ=1.0",true,15
63,1.5,1.0,"α=1.5,λ=1.0",false,4
63,2.0,1.5,"α=2.0,λ=1.5",true,24
63,2.0,1.5,"α=2.0,λ=1.5",false,4
63,3.0,2.0,"α=3.0,λ=2.0",true,31
63,3.0,2.0,"α=3.0,λ=2.0",false,4
64,control,control,control,true,81
64,control,control,control,false,77
64,1.5,1.0,"α=1.5,λ=1.0",true,78
64,1.5,1.0,"α=1.5,λ=1.0",false,77
64,2.0,1.5,"α=2.0,λ=1.5",true,78
64,2.0,1.5,"α=2.0,λ=1.5",false,77
64,3.0,2.0,"α=3.0,λ=2.0",true,79
64,3.0,2.0,"α=3.0,λ=2.0",false,77
65,control,control,control,true,22
65,control,control,control,false,85
65,1.5,1.0,"α=1.5,λ=1.0",true,19
65,1.5,1.0,"α=1.5,λ=1.0",false,24
65,2.0,1.5,"α=2.0,λ=1.5",true,20
65,2.0,1.5,"α=2.0,λ=1.5",false,35
65,3.0,2.0,"α=3.0,λ=2.0",true,20
65,3.0,2.0,"α=3.0,λ=2.0",false,48
66,control,control,control,true,58
66,control,control,control,false,72
66,1.5,1.0,"α=1.5,λ=1.0",true,52
66,1.5,1.0,"α=1.5,λ=1.0",false,66
66,2.0,1.5,"α=2.0,λ=1.5",true,53
66,2.0,1.5,"α=2.0,λ=1.5",false,66
66,3.0,2.0,"α=3.0,λ=2.0",true,53
66,3.0,2.0,"α=3.0,λ=2.0",false,66
67,control,control,control,true,34
67,control,control,control,false,73
67,1.5,1.0,"α=1.5,λ=1.0",true,20
67,1.5,1.0,"α=1.5,λ=1.0",false,51
67,2.0,1.5,"α=2.0,λ=1.5",true,26
67,2.0,1.5,"α=2.0,λ=1.5",false,56
67,3.0,2.0,"α=3.0,λ=2.0",true,27
67,3.0,2.0,"α=3.0,λ=2.0",false,61
68,control,control,control,true,31
68,control,control,control,false,82
68,1.5,1.0,"α=1.5,λ=1.0",true,23
68,1.5,1.0,"α=1.5,λ=1.0",false,2
68,2.0,1.5,"α=2.0,λ=1.5",true,23
68,2.0,1.5,"α=2.0,λ=1.5",false,2
68,3.0,2.0,"α=3.0,λ=2.0",true,24
68,3.0,2.0,"α=3.0,λ=2.0",false,2
69,control,control,control,true,74
69,control,control,control,false,74
69,1.5,1.0,"α=1.5,λ=1.0",true,63
69,1.5,1.0,"α=1.5,λ=1.0",false,74
69,2.0,1.5,"α=2.0,λ=1.5",true,67
69,2.0,1.5,"α=2.0,λ=1.5",false,74
69,3.0,2.0,"α=3.0,λ=2.0",true,70
69,3.0,2.0,"α=3.0,λ=2.0",false,74
70,control,control,control,true,83
70,control,control,control,false,81
70,1.5,1.0,"α=1.5,λ=1.0",true,66
70,1.5,1.0,"α=1.5,λ=1.0",false,76
70,2.0,1.5,"α=2.0,λ=1.5",true,70
70,2.0,1.5,"α=2.0,λ=1.5",false,77
70,3.0,2.0,"α=3.0,λ=2.0",true,73
70,3.0,2.0,"α=3.0,λ=2.0",false,79
71,control,control,control,true,20
71,control,control,control,false,44
71,1.5,1.0,"α=1.5,λ=1.0",true,15
71,1.5,1.0,"α=1.5,λ=1.0",false,2
71,2.0,1.5,"α=2.0,λ=1.5",true,18
71,2.0,1.5,"α=2.0,λ=1.5",false,2
71,3.0,2.0,"α=3.0,λ=2.0",true,19
71,3.0,2.0,"α=3.0,λ=2.0",false,2
72,control,control,control,true,54
72,control,control,control,false,25
72,1.5,1.0,"α=1.5,λ=1.0",true,52
72,1.5,1.0,"α=1.5,λ=1.0",false,25
72,2.0,1.5,"α=2.0,λ=1.5",true,53
72,2.0,1.5,"α=2.0,λ=1.5",false,25
